,Unnamed: 0.1,FlightNum,Origin,Dest,DepTime1,ArrTime1
123420,123420,4075,ORD,PIA,2008-01-10 17:15:00,2008-01-10 18:18:00
123421,123421,4075,ORD,PIA,2008-01-11 17:05:00,2008-01-11 18:06:00
123422,123422,4075,ORD,PIA,2008-01-14 17:12:00,2008-01-14 18:34:00
123423,123423,4075,ORD,PIA,2008-01-18 16:49:00,2008-01-18 18:12:00
123424,123424,4075,ORD,PIA,2008-01-19 17:10:00,2008-01-19 17:52:00
123425,123425,4075,ORD,PIA,2008-01-22 17:55:00,2008-01-22 18:36:00
123426,123426,4075,ORD,PIA,2008-01-23 18:37:00,2008-01-23 19:44:00
123427,123427,4075,ORD,PIA,2008-01-25 16:51:00,2008-01-25 17:52:00
123428,123428,4075,ORD,PIA,2008-01-26 18:29:00,2008-01-26 19:10:00
123429,123429,4075,ORD,PIA,2008-01-27 17:02:00,2008-01-27 18:05:00
123430,123430,4075,ORD,PIA,2008-01-28 17:31:00,2008-01-28 19:16:00
123431,123431,4075,ORD,PIA,2008-01-30 16:46:00,2008-01-30 17:30:00
123432,123432,4076,CVG,ORD,2008-01-01 12:42:00,2008-01-01 13:10:00
123433,123433,4076,CVG,ORD,2008-01-04 10:32:00,2008-01-04 10:51:00
123434,123434,4076,CVG,ORD,2008-01-07 10:55:00,2008-01-07 11:32:00
123435,123435,4076,CVG,ORD,2008-01-08 10:43:00,2008-01-08 10:49:00
123436,123436,4076,CVG,ORD,2008-01-13 10:36:00,2008-01-13 11:01:00
123437,123437,4076,CVG,ORD,2008-01-14 10:32:00,2008-01-14 11:06:00
123438,123438,4076,CVG,ORD,2008-01-17 11:16:00,2008-01-17 11:51:00
123439,123439,4076,CVG,ORD,2008-01-18 11:59:00,2008-01-18 12:05:00
123440,123440,4076,CVG,ORD,2008-01-20 10:26:00,2008-01-20 10:44:00
123441,123441,4076,CVG,ORD,2008-01-21 10:42:00,2008-01-21 11:32:00
123442,123442,4076,CVG,ORD,2008-01-22 11:24:00,2008-01-22 12:26:00
123443,123443,4076,CVG,ORD,2008-01-23 10:34:00,2008-01-23 11:03:00
123444,123444,4076,CVG,ORD,2008-01-24 11:01:00,2008-01-24 11:33:00
123445,123445,4076,CVG,ORD,2008-01-31 10:27:00,2008-01-31 10:46:00
123446,123446,4078,ORD,BNA,2008-01-01 09:02:00,2008-01-01 11:01:00
123447,123447,4078,ORD,BNA,2008-01-02 09:28:00,2008-01-02 11:14:00
123448,123448,4078,ORD,BNA,2008-01-03 09:15:00,2008-01-03 10:31:00
123449,123449,4078,ORD,BNA,2008-01-04 09:20:00,2008-01-04 10:46:00
123450,123450,4078,ORD,BNA,2008-01-07 08:57:00,2008-01-07 10:52:00
123451,123451,4078,ORD,BNA,2008-01-08 09:07:00,2008-01-08 10:32:00
123452,123452,4078,ORD,BNA,2008-01-12 08:57:00,2008-01-12 10:22:00
123453,123453,4078,ORD,BNA,2008-01-13 09:55:00,2008-01-13 11:12:00
123454,123454,4078,ORD,BNA,2008-01-14 09:06:00,2008-01-14 10:14:00
123455,123455,4078,ORD,BNA,2008-01-15 09:08:00,2008-01-15 10:17:00
123456,123456,4078,ORD,BNA,2008-01-17 09:06:00,2008-01-17 10:45:00
123457,123457,4078,ORD,BNA,2008-01-18 10:24:00,2008-01-18 11:44:00
123458,123458,4078,ORD,BNA,2008-01-19 10:03:00,2008-01-19 11:33:00
123459,123459,4078,ORD,BNA,2008-01-21 10:21:00,2008-01-21 11:35:00
123460,123460,4078,ORD,BNA,2008-01-24 09:16:00,2008-01-24 10:42:00
123461,123461,4078,ORD,BNA,2008-01-25 09:55:00,2008-01-25 11:10:00
123462,123462,4078,ORD,BNA,2008-01-30 09:06:00,2008-01-30 10:22:00
123463,123463,4078,ORD,BNA,2008-01-31 10:58:00,2008-01-31 12:21:00
123464,123464,4079,ORD,JAN,2008-01-02 11:37:00,2008-01-02 13:25:00
123465,123465,4079,ORD,JAN,2008-01-03 11:40:00,2008-01-03 13:26:00
123466,123466,4079,ORD,JAN,2008-01-07 11:41:00,2008-01-07 13:45:00
123467,123467,4079,ORD,JAN,2008-01-08 11:57:00,2008-01-08 14:03:00
123468,123468,4079,ORD,JAN,2008-01-09 11:38:00,2008-01-09 13:32:00
123469,123469,4079,ORD,JAN,2008-01-10 11:45:00,2008-01-10 14:19:00
123470,123470,4079,ORD,JAN,2008-01-11 11:48:00,2008-01-11 13:43:00
123471,123471,4079,ORD,JAN,2008-01-17 12:34:00,2008-01-17 15:19:00
123472,123472,4079,ORD,JAN,2008-01-21 12:36:00,2008-01-21 14:40:00
123473,123473,4079,ORD,JAN,2008-01-22 11:51:00,2008-01-22 14:03:00
123474,123474,4079,ORD,JAN,2008-01-23 12:30:00,2008-01-23 15:19:00
123475,123475,4079,ORD,JAN,2008-01-25 11:55:00,2008-01-25 13:50:00
123476,123476,4079,ORD,JAN,2008-01-29 11:54:00,2008-01-29 14:12:00
123477,123477,4079,ORD,JAN,2008-01-31 13:34:00,2008-01-31 17:18:00
123478,123478,4080,ORD,BNA,2008-01-02 16:50:00,2008-01-02 18:09:00
123479,123479,4080,ORD,BNA,2008-01-03 16:57:00,2008-01-03 18:32:00
123480,123480,4080,ORD,BNA,2008-01-05 17:15:00,2008-01-05 18:50:00
123481,123481,4080,ORD,BNA,2008-01-06 17:18:00,2008-01-06 18:39:00
123482,123482,4080,ORD,BNA,2008-01-07 17:13:00,2008-01-07 18:40:00
123483,123483,4080,ORD,BNA,2008-01-10 16:50:00,2008-01-10 18:51:00
123484,123484,4080,ORD,BNA,2008-01-11 17:46:00,2008-01-11 19:02:00
123485,123485,4080,ORD,BNA,2008-01-13 16:51:00,2008-01-13 18:16:00
123486,123486,4080,ORD,BNA,2008-01-15 17:00:00,2008-01-15 18:18:00
123487,123487,4080,ORD,BNA,2008-01-18 16:46:00,2008-01-18 18:31:00
123488,123488,4080,ORD,BNA,2008-01-19 16:49:00,2008-01-19 18:10:00
123489,123489,4080,ORD,BNA,2008-01-24 16:51:00,2008-01-24 18:27:00
123490,123490,4080,ORD,BNA,2008-01-25 19:09:00,2008-01-25 20:51:00
123491,123491,4080,ORD,BNA,2008-01-26 17:47:00,2008-01-26 18:56:00
123492,123492,4080,ORD,BNA,2008-01-27 16:48:00,2008-01-27 18:01:00
123493,123493,4080,ORD,BNA,2008-01-28 17:30:00,2008-01-28 18:48:00
123494,123494,4081,ORD,CVG,2008-01-01 06:56:00,2008-01-01 10:16:00
123495,123495,4081,ORD,CVG,2008-01-02 06:42:00,2008-01-02 09:02:00
123496,123496,4081,ORD,CVG,2008-01-04 06:49:00,2008-01-04 08:53:00
123497,123497,4081,ORD,CVG,2008-01-08 07:19:00,2008-01-08 09:51:00
123498,123498,4081,ORD,CVG,2008-01-20 07:40:00,2008-01-20 09:53:00
123499,123499,4081,ORD,CVG,2008-01-22 06:56:00,2008-01-22 09:49:00
123500,123500,4081,ORD,CVG,2008-01-25 06:44:00,2008-01-25 08:50:00
123501,123501,4081,ORD,CVG,2008-01-30 06:52:00,2008-01-30 09:25:00
